OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions
59,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,Seattle,DOWNTOWN,47.61048,-122.33794,1910,1.0,8,0,59400,Office,34947.0,5071974.0,False,Compliant,35.36
60,NonResidential,Mixed Use Property,Mann Building,1401 3rd Avenue,Seattle,DOWNTOWN,47.60886,-122.33744,1926,1.0,2,0,52549,Other - Entertainment/Public Assembly,23500.0,15026196.0,False,Compliant,584.31
62,NonResidential,Hotel,Roosevelt Hotel,1531 7th Ave,Seattle,DOWNTOWN,47.61233,-122.33432,1930,1.0,20,10043,88591,Hotel,83591.0,4841347.5,False,Compliant,59.19
65,NonResidential,Hotel,Inn at the Market,86 Pine St,Seattle,DOWNTOWN,47.60997,-122.34138,1985,1.0,7,0,71150,Hotel,41340.0,5348309.0,False,Compliant,134.38
66,NonResidential,Hotel,Moore Hotel INC,1926 2nd Ave,Seattle,DOWNTOWN,47.61155,-122.34114,1908,1.0,7,0,122810,Hotel,88360.0,5401277.5,False,Compliant,227.18
67,NonResidential,Hotel,QUALITY INN,618 JOHN ST,Seattle,LAKE UNION,47.61986,-122.34413,1959,1.0,5,42546,70627,Hotel,70627.0,5284343.5,False,Compliant,144.79
68,NonResidential,Hotel,Rainier Hospitality,211 Dexter Ave N,Seattle,LAKE UNION,47.62001,-122.34274,2000,1.0,7,34735,115718,Hotel,107547.0,6715187.0,False,Compliant,199.95
69,NonResidential,Hotel,Sequim Lodging Corp,226 Aurora Ave N,Seattle,LAKE UNION,47.62025,-122.34314,1997,1.0,6,28200,88100,Hotel,88490.0,5827595.5,False,Compliant,162.39
70,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,Seattle,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,1.0,6,36744,118858,Hotel,155602.0,6836900.0,False,Compliant,152.76
73,NonResidential,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,Seattle,EAST,47.63442,-122.30793,1911,1.0,3,0,56072,K-12 School,56072.0,3234787.75,False,Compliant,146.34
77,NonResidential,Hotel,Comfort Suites Seattle Center,601 Roy St,Seattle,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,1.0,4,44891,78051,Hotel,78051.0,5337334.0,False,Compliant,171.64
82,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,Seattle,CENTRAL,47.60823,-122.30956,1962,1.0,2,0,54984,Office,54984.0,3375211.0,False,Compliant,87.98
85,NonResidential,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,Seattle,NORTHWEST,47.72426,-122.35599,1970,1.0,2,0,93397,Senior Care Community,93397.0,16402563.0,False,Compliant,609.1
86,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,Seattle,LAKE UNION,47.61988,-122.33211,2008,1.0,6,20732,63371,Hotel,63371.0,3706100.25,False,Compliant,67.06
89,NonResidential,Medical Office,Polyclinic North && South,1200 Harvard Ave,Seattle,EAST,47.61244,-122.3214,1965,0.0,3,0,179014,Medical Office,179014.0,16701055.0,False,Compliant,430.84
95,NonResidential,Hotel,Sorrento Hotel,900 Madison St.,Seattle,EAST,47.60898,-122.32693,1908,1.0,7,0,76631,Hotel,76631.0,7258758.5,False,Compliant,262.75
96,NonResidential,Mixed Use Property,Central Seattle,921 Terry Ave.,Seattle,EAST,47.60845,-122.32637,1983,1.0,6,9341,90439,Medical Office,40174.0,15473117.0,False,Compliant,481.97
98,NonResidential,Retail Store,Firestone Store#012432,400 Westlake Ave N,Seattle,LAKE UNION,47.62237,-122.33805,1929,1.0,2,0,58320,Retail Store,72072.0,1049748.625,False,Compliant,39.06
100,NonResidential,Large Office,City Place III - SEDO,551 Boren Ave. North,Seattle,LAKE UNION,47.62424,-122.33646,2010,1.0,5,0,316306,Office,261826.0,13795954.0,False,Compliant,138.85
102,NonResidential,Hotel,Residence Inn Seattle - Lake Union,800 Fairview Ave. N,Seattle,LAKE UNION,47.62642,-122.33325,1990,1.0,7,44766,238097,Hotel,235788.0,19459304.0,False,Compliant,526.85
103,Nonresidential COS,Other,Key Arena,334 1st Ave. N,Seattle,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,0,389000,Other,368000.0,23658978.0,False,Compliant,607.41
104,Nonresidential COS,Other,Bagley Wright Theatre,151 Mercer St.,Seattle,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,0,91213,Other,65000.0,8141155.5,False,Compliant,344.2
106,Nonresidential COS,Other,Armory,305 Harrison St.,Seattle,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1.0,5,0,396085,Other,278500.0,20955026.0,False,Compliant,804.2
110,Nonresidential COS,Other,Exhibition Hall,225 Mercer St.,Seattle,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1.0,2,0,52000,Other,52000.0,2726369.0,False,Compliant,101.83
111,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,Seattle,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1.0,1,0,60696,Other,108000.0,875943.3125,False,Compliant,6.11
112,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,Seattle,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1.0,2,0,262048,Other,296000.0,20723248.0,False,Compliant,490.73
113,NonResidential,Small- and Mid-Sized Office,KCTS9,401 Mercer St,Seattle,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,0.0,2,2352,63888,Office,45900.0,4166306.25,False,Compliant,29.04
115,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,Seattle,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1.0,4,25930,50283,Office,48546.0,3476212.5,False,Compliant,48.76
116,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,Seattle,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1.0,6,36934,59976,Hotel,59976.0,5155568.5,False,Compliant,152.14
117,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,Seattle,NORTHEAST,47.65772,-122.31756,1962,2.0,4,0,50017,Hotel,50017.0,5448975.0,False,Compliant,191.2
119,NonResidential,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,Seattle,EAST,47.62548,-122.30828,1923,1.0,3,0,67743,K-12 School,67743.0,2646879.0,False,Compliant,78.85
120,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,Seattle,EAST,47.62644,-122.30429,1908,1.0,6,0,194104,K-12 School,194104.0,6219841.5,False,Compliant,243.23
121,NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,Seattle,SOUTHEAST,47.58408,-122.30125,2003,1.0,3,35752,63681,Office,63681.0,4897760.0,False,Compliant,34.14
131,NonResidential,Other,Lakeview,1208 NE 64th st,Seattle,NORTHEAST,47.67524,-122.31534,1941,1.0,4,0,56521,Other,49000.0,6357632.0,False,Compliant,44.32
132,NonResidential,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,Seattle,NORTHEAST,47.67559,-122.31769,1929,1.0,2,0,206934,Other,119146.0,4253577.5,False,Compliant,133.58
136,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,Seattle,NORTHWEST,47.73141,-122.3458,2001,1.0,4,0,51390,Hotel,51390.0,3611538.0,False,Compliant,127.29
138,SPS-District K-12,K-12 School,Ingraham High,1819 N. 135th St.,Seattle,NORTHWEST,47.7257,-122.33684,1959,1.0,1,0,245587,K-12 School,245587.0,11765682.0,False,Compliant,443.73
139,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,Seattle,NORTHWEST,47.72551,-122.3423,2002,1.0,3,0,69138,Hotel,70609.0,3242458.0,False,Compliant,89.02
144,NonResidential,Hotel,Alexis Hotel,1007 First Ave.,Seattle,DOWNTOWN,47.6048,-122.3368,1904,1.0,5,0,190980,Hotel,190980.0,6505995.0,False,Compliant,142.39
145,Nonresidential COS,Other,Benaroya Hall,200 University Street,Seattle,DOWNTOWN,47.60804,-122.3367,1998,1.0,6,0,284100,Other - Entertainment/Public Assembly,189750.0,14641502.0,False,Compliant,429.12
163,Nonresidential COS,Other,Fire Station 10/FAC/EOC,105 5th Ave S,Seattle,DOWNTOWN,47.60112,-122.32785,2006,1.0,4,0,61156,Other,42755.0,9363374.0,False,Compliant,176.75
167,NonResidential,Other,Wing Luke Museum,719 South King Street,Seattle,DOWNTOWN,47.59809,-122.32283,1910,1.0,4,13820,59000,Museum,58000.0,2010454.625,False,Compliant,46.26
168,NonResidential,Hotel,Hampton Inn Seattle Center,700 5th Ave N.,Seattle,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1996,1.0,4,14200,148022,Hotel,113702.0,7946961.0,False,Compliant,228.4
170,NonResidential,University,SCCC FINE ARTS BUILDING,801 E PINE ST,Seattle,EAST,47.61495,-122.32177,1915,1.0,3,0,63330,College/University,64820.0,3059758.0,False,Compliant,74.33
173,NonResidential,Small- and Mid-Sized Office,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices,6901Sand Point Way NE,Seattle,NORTHEAST,47.67828,-122.26456,2002,1.0,2,0,96300,Office,92300.0,16319835.0,False,Compliant,222.02
174,Nonresidential COS,Other,CSC Vehicle Maintenance (E),805 S Charles St,Seattle,GREATER DUWAMISH,47.59545,-122.32146,1950,1.0,1,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,7475577.5,False,Compliant,204.08
179,NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,3800 S Othello St,Seattle,GREATER DUWAMISH,47.53827,-122.28406,1958,1.0,1,0,54765,Office,25765.0,4253369.5,False,Compliant,61.21
180,NonResidential,Other,Hope Place,3802 S Othello St,Seattle,GREATER DUWAMISH,47.53722,-122.284,2009,1.0,5,0,89821,Other - Lodging/Residential,46483.0,1950092.5,False,Compliant,100.46
182,NonResidential,University,Otto Miller Hall,3469 3rd Ave. W,Seattle,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1980,1.0,2,0,52611,College/University,52611.0,4116871.5,False,Compliant,104.26
183,NonResidential,Residence Hall,Emerson Hall,500 W. Emerson,Seattle,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,2001,1.0,4,37500,102100,Residence Hall/Dormitory,135520.0,4448582.5,False,Compliant,129.39
185,SPS-District K-12,K-12 School,Nathan Hale High,17050 30th Ave. N.E.,Seattle,NORTH,47.70763,-122.29453,2011,1.0,2,0,236758,K-12 School,238550.0,8355988.5,False,Compliant,222.78
187,NonResidential,Other,Youth Services Center,1211 E Alder Street,Seattle,CENTRAL,47.60462,-122.31549,1971,3.0,6,0,250981,Other,137565.0,13071700.0,False,Compliant,422.39
190,NonResidential,Small- and Mid-Sized Office,Emerald Services,7343 E Marginal Way S,Seattle,GREATER DUWAMISH,47.536,-122.31768,2007,1.0,3,0,64015,Office,30000.0,3242077.75,False,Compliant,49.58
195,NonResidential,Other,Seattle-Northgate,10631 8th Ave NE,Seattle,NORTH,47.7066,-122.321,1964,1.0,3,0,54224,Other/Specialty Hospital,47012.0,7265178.0,False,Compliant,231.53
197,NonResidential,Retail Store,Nordstrom Northgate 002,401 NE Northgate Way,Seattle,NORTH,47.70619,-122.32586,1965,1.0,4,0,124342,Retail Store,122000.0,8765978.0,False,Compliant,66.3
200,NonResidential,Other,Verity Credit Union,11027 Meridian N #102,Seattle,NORTHWEST,47.70956,-122.3345,1996,1.0,3,0,55442,Financial Office,28636.0,3191228.25,False,Compliant,83.7
209,NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,Seattle,EAST,47.61233,-122.3171,1910,1.0,5,0,84870,Self-Storage Facility,85521.0,1381590.125,False,Compliant,51.11
215,NonResidential,Warehouse,Rainier Bottling Plant,5628 Airport Way South,Seattle,GREATER DUWAMISH,47.55152,-122.31869,1904,1.0,4,0,114297,Non-Refrigerated Warehouse,114297.0,2100097.75,False,Compliant,69.44
220,NonResidential,Warehouse,8109,4786 First Ave S,Seattle,GREATER DUWAMISH,47.55901,-122.33328,1937,1.0,1,0,234144,Non-Refrigerated Warehouse,234144.0,6744317.0,False,Compliant,297.43
223,NonResidential,Retail Store,Westwood Village - Building A,2600 SW Barton St,Seattle,DELRIDGE,47.52254,-122.36627,1966,1.0,1,0,64984,Retail Store,65425.0,2944296.25,False,Compliant,35.78
224,NonResidential,Retail Store,Westwood Village - Building B,2600 SW Barton St,Seattle,DELRIDGE,47.52254,-122.36627,1965,1.0,1,0,67745,Retail Store,67782.0,9230223.0,False,Compliant,369.14
225,SPS-District K-12,K-12 School,Denny/Sealth Campus,2601 SW Kenyon / 2600 SW Thistle,Seattle,DELRIDGE,47.52915,-122.36511,2010,1.0,2,0,367884,K-12 School,367884.0,12265516.0,False,Compliant,272.85
228,NonResidential,Other,Webster Building,3014 NW 67th St.,Seattle,BALLARD,47.67767,-122.39631,1973,1.0,3,0,56000,Other,56000.0,1851260.5,False,Compliant,59.34
230,NonResidential,Self-Storage Facility,U-Haul Moving and Storage of West Seattle,6343 35th Ave SW,Seattle,SOUTHWEST,47.54508,-122.37737,1969,1.0,2,0,52088,Self-Storage Facility,52088.0,1377519.5,False,Compliant,48.99
232,NonResidential,Hotel,Silver Cloud Inn,1150 Fairview Ave N,Seattle,LAKE UNION,47.62972,-122.32906,1998,1.0,5,30000,93920,Hotel,123920.0,9373179.0,False,Compliant,309.6
233,Nonresidential COS,Other,Armory Building,860 Terry Ave N,Seattle,LAKE UNION,47.62759,-122.33661,1900,1.0,1,0,50000,Museum,43000.0,7548807.0,False,Compliant,225.69
234,Nonresidential COS,Warehouse,SCL Roy Street Warehouse,802 Roy St,Seattle,MAGNOLIA / QUEEN ANNE,47.62591,-122.34084,1926,1.0,2,0,50292,Non-Refrigerated Warehouse,42345.0,430473.6875,False,Compliant,3.0
235,NonResidential,Hotel,311jk-Seattle Downtown/Lake Union CY,925 Westlake Ave North,Seattle,MAGNOLIA / QUEEN ANNE,47.62782,-122.34045,1998,1.0,7,54341,153315,Hotel,141591.0,11171988.0,False,Compliant,338.16
238,Nonresidential COS,Small- and Mid-Sized Office,North Service Center,1300 N 97th ST,Seattle,NORTHWEST,47.70044,-122.34136,1957,1.0,2,0,91130,Office,57968.0,9472358.0,False,Compliant,175.77
241,NonResidential,Hotel,Hotel Nexus,2140 N. Northgate Way,Seattle,NORTHWEST,47.70916,-122.33216,1968,1.0,4,0,64893,Hotel,64893.0,6197825.0,False,Compliant,208.26
244,NonResidential,Small- and Mid-Sized Office,Washington Park Building,76-80 S washington st,Seattle,DOWNTOWN,47.60105,-122.33518,1900,1.0,3,0,44558,Office,34416.0,1677002.25,False,Compliant,28.27
247,Nonresidential COS,Distribution Center,SCL SSC Building A,3613 4th Ave S,Seattle,GREATER DUWAMISH,47.57199,-122.32811,1924,1.0,2,0,179161,Distribution Center,117476.0,9436408.0,False,Compliant,96.43
248,Nonresidential COS,Warehouse,SCL SSC Building B,3613 4th Ave S,Seattle,GREATER DUWAMISH,47.57199,-122.32811,1965,1.0,2,0,58640,Non-Refrigerated Warehouse,40831.0,3928695.25,False,Compliant,27.39
250,NonResidential,Hotel,Silver Cloud Hotel - Stadium,1046 1st Ave S,Seattle,GREATER DUWAMISH,47.59269,-122.33372,2005,1.0,9,14567,153882,Hotel,135006.0,12726789.0,False,Compliant,388.37
257,NonResidential,Warehouse,Harbor Island: Warehouse E - DNRP-SWD,3235 16TH AVE SW,Seattle,GREATER DUWAMISH,47.57507,-122.35747,1916,0.0,4,0,79600,Non-Refrigerated Warehouse,79600.0,2411402.25,False,Compliant,16.81
263,NonResidential,Other,Building 1,316 NE Thornton Place,Seattle,NORTH,47.70281,-122.32532,2008,1.0,6,335109,84739,Parking,335109.0,9134963.0,False,Compliant,162.41
264,NonResidential,Mixed Use Property,TriBeCa,516 1st Ave W,Seattle,MAGNOLIA / QUEEN ANNE,47.6239,-122.35756,2002,1.0,4,0,110785,Multifamily Housing,58563.0,10557910.0,False,Compliant,92.91
274,NonResidential,Warehouse,27020-Seattle / Stone Way North,3600 Stone Way North,Seattle,LAKE UNION,47.65097,-122.34227,1991,1.0,3,8161,67236,Non-Refrigerated Warehouse,67236.0,549181.375,False,Compliant,9.63
278,NonResidential,Senior Care Community,ID Village Square 1,802 S. Dearborn St.,Seattle,DOWNTOWN,47.59626,-122.3218,1999,1.0,5,12611,90185,Senior Care Community,55259.0,10105379.0,False,Compliant,193.94
281,NonResidential,K-12 School,University HTS Grade School,5031 University Way NE,Seattle,NORTHEAST,47.66568,-122.31368,1928,1.0,2,0,55653,K-12 School,55500.0,1377627.0,False,Compliant,72.88
282,NonResidential,Hotel,Hotel Deca,4507 Brooklyn Ave NE,Seattle,NORTHEAST,47.66151,-122.31457,1931,1.0,16,0,106860,Hotel,106860.0,11935719.0,False,Compliant,469.57
283,NonResidential,Small- and Mid-Sized Office,Lake City Center,12360 Lake City Way NE,Seattle,NORTH,47.71895,-122.29475,1972,1.0,5,0,50759,Office,47079.0,3147042.0,False,Compliant,49.09
284,NonResidential,Worship Facility,University Congregational United Church of Christ,4505 16TH AVE NE,Seattle,NORTHEAST,47.66182,-122.31113,1952,1.0,2,0,56772,Worship Facility,56772.0,2439484.75,False,Compliant,84.57
285,NonResidential,Worship Facility,University Presbyterian Church,4540 15th Avenue NE,Seattle,NORTHEAST,47.6626,-122.31164,1952,1.0,3,0,103000,Worship Facility,103000.0,4854429.5,False,Compliant,149.93
293,NonResidential,Other,ACT Theatre,700 Union St,Seattle,DOWNTOWN,47.61103,-122.33238,1914,1.0,7,0,128766,Other - Entertainment/Public Assembly,109754.0,6057410.0,False,Compliant,57.21
294,NonResidential,Residence Hall,Women's Residence at Seneca,1118 5th Avenue,Seattle,DOWNTOWN,47.6079,-122.33266,1913,1.0,9,0,107572,Residence Hall/Dormitory,63934.0,5572503.0,False,Compliant,254.87
302,NonResidential,Other,Seattle ReadCntr (50/50),Readiness Center - Pier 91,Seattle,MAGNOLIA / QUEEN ANNE,47.63965,-122.3783,1973,1.0,1,0,76086,Other,77810.0,3267564.0,False,Compliant,101.41
313,NonResidential,Medical Office,BMR-201 Elliott Avenue LLC,201 Elliott Avenue West,Seattle,MAGNOLIA / QUEEN ANNE,47.61972,-122.36033,1927,1.0,5,39000,151000,Medical Office,146741.0,28731502.0,False,Compliant,661.04
314,NonResidential,Hotel,Edgewater Seattle,2411 Alaskan Way,Seattle,DOWNTOWN,47.6124,-122.35075,1961,1.0,4,0,122309,Hotel,122309.0,25453690.0,False,Compliant,1060.13
315,Campus,Other,P66 Bell Harbor International Conference Center & Cruise Terminal.,2225 Alaskan Way,Seattle,DOWNTOWN,47.61137,-122.34947,1995,4.0,3,0,215476,Other,217088.0,24017770.0,False,Compliant,639.39
316,NonResidential,Hotel,337v2-Seattle Waterfront Marriott,2100 Alaskan Way,Seattle,DOWNTOWN,47.61069,-122.34653,2003,1.0,8,38800,215473,Hotel,277000.0,26659244.0,False,Compliant,780.84
317,Nonresidential COS,Other,Seattle Aquarium,1421 Alaskan Way,Seattle,DOWNTOWN,47.60729,-122.34211,1980,1.0,2,0,69400,Other - Entertainment/Public Assembly,69400.0,14833476.0,False,Compliant,301.76
318,NonResidential,Mixed Use Property,Pier 54,1001 Alaskan Way,Seattle,DOWNTOWN,47.6041,-122.33958,1900,1.0,1,0,62900,Restaurant,32494.0,10394330.0,False,Compliant,377.27
319,NonResidential,Small- and Mid-Sized Office,Daily Journal Building,83 Columbia St.,Seattle,DOWNTOWN,47.60271,-122.33557,1914,1.0,4,0,56500,Office,33000.0,1380293.625,False,Compliant,44.22
320,NonResidential,Warehouse,(ID320) BMW SEATTLE - SERVICE CENTER,900 MAYNARD AVE S,Seattle,GREATER DUWAMISH,47.59486,-122.32455,2008,1.0,4,0,203504,Non-Refrigerated Warehouse,159372.0,3785282.5,False,Compliant,26.39
322,NonResidential,Large Office,Cox Media Group Seattle KIRO TV (322),2801 3rd Ave,Seattle,DOWNTOWN,47.61757,-122.35122,1968,0.0,3,26731,74003,Office,100734.0,9788717.0,False,Compliant,68.24
323,NonResidential,Small- and Mid-Sized Office,200 Cedar Street Building,200 Cedar Street,Seattle,DOWNTOWN,47.61703,-122.35012,1981,1.0,4,18504,59158,Office,62108.0,5007401.0,False,Compliant,68.19
324,NonResidential,Large Office,Fourth and Battery,2401 Fourth Avenue,Seattle,DOWNTOWN,47.61619,-122.34599,1978,1.0,12,21790,212210,Office,173786.0,18661606.0,False,Compliant,149.27
326,NonResidential,Large Office,Westlake Tower,1601 5th Avenue,Seattle,DOWNTOWN,47.61217,-122.33694,1989,1.0,25,0,369996,Office,383942.0,24755086.0,False,Compliant,172.58
330,NonResidential,Small- and Mid-Sized Office,Lloyd building,603 Stewart Street,Seattle,DOWNTOWN,47.61356,-122.33665,1926,1.0,10,7757,55652,Office,45260.0,3444270.0,False,Compliant,170.51
331,NonResidential,Large Office,The Tower Building,1809 7th Ave,Seattle,DOWNTOWN,47.61375,-122.33566,1930,1.0,17,30000,174790,Office,142034.0,7739699.0,False,Compliant,100.26
332,NonResidential,Small- and Mid-Sized Office,Times Square Building,414 Olive Street,Seattle,DOWNTOWN,47.61256,-122.33808,1916,1.0,5,0,73399,Office,51557.0,3757006.0,False,Compliant,26.19
333,NonResidential,Large Office,Plaza 600,600 Stewart Street,Seattle,DOWNTOWN,47.61391,-122.33725,1969,1.0,20,32334,233517,Office,226454.0,14633233.0,False,Compliant,563.25
335,NonResidential,Large Office,Denny Building,2200 Sixth Avenue,Seattle,DOWNTOWN,47.61641,-122.34112,1968,1.0,12,0,206000,Office,161000.0,8580279.0,False,Compliant,222.19
339,NonResidential,Small- and Mid-Sized Office,Broderick Building,615 2nd Avenue,Seattle,DOWNTOWN,47.60266,-122.33332,1900,1.0,7,0,89550,Office,64712.0,3903259.75,False,Compliant,51.67
340,NonResidential,Small- and Mid-Sized Office,The Pioneer Building,600 First Ave,Seattle,DOWNTOWN,47.60219,-122.33347,1900,1.0,6,0,89355,Office,82355.0,4178233.5,False,Compliant,31.97
341,NonResidential,Large Office,Dexter Horton Building,710 2nd Avenue,Seattle,DOWNTOWN,47.6036,-122.33288,1922,1.0,15,0,388934,Office,388934.0,18576900.0,False,Compliant,213.23
342,NonResidential,Large Office,Seattle Exchange Building,821 2nd ave,Seattle,DOWNTOWN,47.60403,-122.33497,1929,1.0,22,0,384302,Office,348969.0,10062436.0,False,Compliant,70.15
343,NonResidential,Large Office,Norton Building,801 2nd Ave Suite 1300,Seattle,DOWNTOWN,47.6037,-122.33447,1958,1.0,17,84600,293925,Office,236827.0,24906132.0,False,Compliant,940.47
347,NonResidential,Small- and Mid-Sized Office,1015 Second Avenue,1015 Second Avenue,Seattle,DOWNTOWN,47.60542,-122.33588,1950,1.0,6,1392,89699,Office,89699.0,1835804.875,False,Compliant,46.56
348,NonResidential,Large Office,1101 Second Avenue (HOB),1101 2nd Avenue,Seattle,DOWNTOWN,47.60581,-122.33664,1968,1.0,8,62993,94948,Office,84838.0,3743228.5,False,Compliant,26.1
352,NonResidential,Large Office,Abraham Lincoln Building (Wallysons Inc),1110 Third Avenue,Seattle,DOWNTOWN,47.60671,-122.33456,1972,1.0,14,23775,162993,Office,182540.0,9641043.0,False,Compliant,218.53
356,NonResidential,Large Office,The Central Building,810 Third Avenue,Seattle,DOWNTOWN,47.60471,-122.33261,1907,1.0,8,0,201480,Office,161762.0,8921778.0,False,Compliant,175.95
358,Nonresidential COS,Large Office,Justice Center,610 5th Ave,Seattle,DOWNTOWN,47.60421,-122.32919,2001,1.0,14,0,310490,Office,269284.0,21169502.0,False,Compliant,380.37
359,Nonresidential COS,Large Office,City Hall,600 4th Ave,Seattle,DOWNTOWN,47.60377,-122.32971,2003,1.0,8,30660,168870,Office,160418.0,13214416.0,False,Compliant,298.61
360,NonResidential,Large Office,Chinook Building,401 Fifth Ave.,Seattle,DOWNTOWN,47.60249,-122.32854,2006,1.0,13,52703,319539,Office,319539.0,13843866.0,False,Compliant,216.24
361,NonResidential,Large Office,Yesler Building,400 YESLER WAY,Seattle,DOWNTOWN,47.60193,-122.32812,1909,1.0,7,8296,106099,Office,96582.0,2746560.75,False,Compliant,70.17
363,NonResidential,Retail Store,University Book Store,4326 University Way NE,Seattle,NORTHEAST,47.66024,-122.31278,1978,1.0,2,0,89200,Retail Store,89200.0,6461937.0,False,Compliant,89.47
365,NonResidential,Other,UW Tower Data Center,4333 BROOKLYN AVE NE,Seattle,NORTHEAST,47.6606,-122.31512,1969,1.0,5,0,36000,Data Center,36000.0,30038490.0,False,Compliant,209.41
366,NonResidential,Small- and Mid-Sized Office,University District Office Buiding,1107 NE 45th St,Seattle,NORTHEAST,47.661,-122.31626,1961,0.0,5,0,99005,Office,79555.0,4728488.5,False,Compliant,119.03
367,NonResidential,Large Office,4311 Roosevelt,4311 11th Avenue NE,Seattle,NORTHEAST,47.66065,-122.31689,2002,1.0,6,44248,90803,Office,95943.0,4426136.0,False,Compliant,30.86
368,NonResidential,Large Office,4300 Roosevelt,4300 Roosevelt Way NE,Seattle,NORTHEAST,47.65999,-122.31741,2002,1.0,5,82720,137929,Office,145754.0,7046345.5,False,Compliant,49.12
369,NonResidential,Self-Storage Facility,Seattle Vault Self Storage,1800 Terry Ave.,Seattle,DOWNTOWN,47.61591,-122.33238,1964,1.0,5,0,93660,Self-Storage Facility,93660.0,873221.875,False,Compliant,6.09
370,NonResidential,Large Office,Metropolitan Park West,1100 Olive Way,Seattle,DOWNTOWN,47.61597,-122.33086,1980,1.0,18,64660,349055,Office,348270.0,24224888.0,False,Compliant,168.88
371,NonResidential,Mixed Use Property,METROPOLITAN PARK NORTH (ID371),1220 HOWELL ST,Seattle,DOWNTOWN,47.6177,-122.3306,2000,1.0,11,195621,185760,Parking,182820.0,9765777.0,False,Compliant,72.42
374,NonResidential,Mixed Use Property,ECONET (ID#374),3005 1ST AVE,Seattle,DOWNTOWN,47.6177,-122.3545,1980,1.0,4,38700,70647,Laboratory,42389.0,8218155.5,False,Compliant,91.13
375,NonResidential,Large Office,Third and Broad,2901 Third Avenue,Seattle,DOWNTOWN,47.6182,-122.352,1982,1.0,6,124216,272410,Office,274002.0,20361158.0,False,Compliant,141.95
376,NonResidential,Large Office,5th and Bell,2301 5th Ave,Seattle,DOWNTOWN,47.61598,-122.34369,2002,1.0,6,83591,203880,Office,191814.0,14913424.0,False,Compliant,103.97
377,NonResidential,Large Office,Fifth and Wall LLC,521 Wall Street,Seattle,DOWNTOWN,47.61734,-122.34434,1947,1.0,3,48512,144118,Office,146157.0,5357833.0,False,Compliant,46.03
379,NonResidential,Large Office,3101 Western Avenue,3101 Western Avenue,Seattle,DOWNTOWN,47.6176,-122.35686,1984,1.0,8,61986,191117,Office,158681.0,29949248.0,False,Compliant,208.79
381,NonResidential,Supermarket / Grocery Store,70500872 -- Holman Road,9999 Holman Road NW,Seattle,NORTHWEST,47.7019,-122.36374,1956,1.0,1,0,60880,Supermarket/Grocery Store,61666.0,14293972.0,False,Compliant,384.27
382,NonResidential,Small- and Mid-Sized Office,Collins Building,524 2nd Ave,Seattle,DOWNTOWN,47.60227,-122.33202,1900,1.0,5,0,50176,Office,50328.0,2933288.75,False,Compliant,24.91
